filename,timestamp,beat,panel,emotion,angle,shot,line,url
03-21_p2.png,3:21-3:33,22,2,Power,Low angle,"Tight low, the cuffs closing","""Put it away. And that's two charges.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_2a87d4c2-88d8-47ac-8e7b-4c533a52c6af.png
03-21_p3.png,3:21-3:33,22,3,Power,Low angle,"Close from below, implacable","""Put it away. And that's two charges.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_2d56cefc-da80-4b57-a23f-aa74f5cd76d8.png
03-21_p4.png,3:21-3:33,22,4,Power,Low angle,"Wide two-shot, cuffed beside him","""Put it away. And that's two charges.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_f895e52f-a490-4542-9925-cd6cf8d1c69c.png
03-33_p1.png,3:33-3:44,23,1,Tension,Dutch angle,"Medium, twisting against the cuffs","Muhire raging / ""Who is it?"" / ""Afande."" / ""Papa.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_9fc37c6c-f5d0-4de6-b954-32d74bd12b39.png
03-33_p2.png,3:33-3:44,23,2,Tension,Dutch angle,"Close, contorted with rage","Muhire raging / ""Who is it?"" / ""Afande."" / ""Papa.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_79f696f0-5b79-45d0-80a3-7520bfd493dc.png
03-33_p3.png,3:33-3:44,23,3,Tension,Dutch angle,"Medium two-shot, both heads snapping round","Muhire raging / ""Who is it?"" / ""Afande."" / ""Papa.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_3d2201fa-8378-41e7-a6af-499ed99b4eb1.png
03-33_p4.png,3:33-3:44,23,4,Tension,Dutch angle,"Close on Gasuka, recognition","Muhire raging / ""Who is it?"" / ""Afande."" / ""Papa.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_d89596a6-1e91-4e68-aada-a01fdea212da.png
03-44_p1.png,3:44-3:51,24,1,Awe,Worm's-eye,"Wide from the ground, Papa towering","Papa arrives. ""Inspector. What's happening here?""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_c7dd94a7-fbf3-4d49-96de-e4fb2409a59b.png
03-44_p2.png,3:44-3:51,24,2,Awe,Worm's-eye,"Medium, looking down past camera","Papa arrives. ""Inspector. What's happening here?""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_5d149e10-8ee8-4395-ab80-4bed26b35d58.png
03-44_p3.png,3:44-3:51,24,3,Awe,Worm's-eye,"Close from far below, glasses catching light","Papa arrives. ""Inspector. What's happening here?""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_2220efc1-dcd5-438d-8b5d-f5418270513b.png
03-44_p4.png,3:44-3:51,24,4,Awe,Worm's-eye,"Wide three-shot, the others tiny","Papa arrives. ""Inspector. What's happening here?""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064640_5b5631d9-b691-40ea-ad3a-29d809e73227.png
03-51_p1.png,3:51-4:02,25,1,Power,Low angle,"Medium on Gasuka, at attention","""I see no grass. I see a boy at his cousin's wedding.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_228828a7-5bbc-4ad2-8eb8-129de53b2fe2.png
03-51_p2.png,3:51-4:02,25,2,Power,Low angle,"Medium on Papa, hand raised","""I see no grass. I see a boy at his cousin's wedding.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_9ffd55a8-1978-48da-8e6b-da17c0b233f5.png
03-51_p3.png,3:51-4:02,25,3,Power,Low angle,"Close on Papa, absolute authority","""I see no grass. I see a boy at his cousin's wedding.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_bbbbb44d-f035-4903-97dc-c927ee7aa407.png
03-51_p4.png,3:51-4:02,25,4,Power,Low angle,"Wide two-shot, Papa dominating","""I see no grass. I see a boy at his cousin's wedding.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_fcfdbe8b-1857-48c4-8fce-53f35233f5d4.png
04-02_p1.png,4:02-4:11,26,1,Weakness,High angle,"Medium on Gasuka, head lowered","""Remove the cuffs, inspector."" / ""Yes, Afande.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_071d6acf-2f35-48e0-9c1a-9863935c6904.png
04-02_p2.png,4:02-4:11,26,2,Weakness,High angle,"Tight, hands unlocking the cuffs","""Remove the cuffs, inspector."" / ""Yes, Afande.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_73bffb04-02f7-477f-9780-147252e99982.png
04-02_p3.png,4:02-4:11,26,3,Weakness,High angle,"Close on Gasuka, defeated","""Remove the cuffs, inspector."" / ""Yes, Afande.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_44fa5735-7ff6-41bf-9308-2bf7f5128198.png
04-02_p4.png,4:02-4:11,26,4,Weakness,High angle,"Medium two-shot, Muhire rubbing his wrists","""Remove the cuffs, inspector."" / ""Yes, Afande.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_2f14fb06-e8a0-41e5-a70b-f4d2f0005421.png
04-11_p1.png,4:11-4:20,27,1,Isolation,Wide / bird's-eye,"Bird's-eye, alone beside the bench","""My father knows people."" / ""I refused the money and still lost.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_7ddc5a5b-48e6-4550-9d27-8e3c1c9f662e.png
04-11_p2.png,4:11-4:20,27,2,Isolation,Wide / bird's-eye,"Extreme wide, lone figure, huge empty space","""My father knows people."" / ""I refused the money and still lost.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_c3dc29ce-9263-446b-8518-5229e65044f9.png
04-11_p3.png,4:11-4:20,27,3,Isolation,Wide / bird's-eye,"Extreme wide, the others walking away","""My father knows people."" / ""I refused the money and still lost.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_d67be095-c9bb-4d78-9928-b1f79d66851f.png
04-11_p4.png,4:11-4:20,27,4,Isolation,Wide / bird's-eye,"Bird's-eye, seated alone with the open cuffs","""My father knows people."" / ""I refused the money and still lost.""",https://d8j0ntlcm91z4.cloudfront.net/user_3CQ3SniOW74lIaBiTsI2ZhcNhLT/hf_20260919_064729_2b8443a1-d1b0-49e2-91df-c9e9a89163c3.png
